abbé	EE
abdikovat	EE??
abdomen	E
abecedu	E?
abolovat	E??
abonování	E???
abonovat	E??
absolutna	E??
absolutně	E??
absolutnem	E?E
absolutní	E??
absolutních	E?E
absolutního	E?E
absolutním	E???
absolutno	E??
absolvent	EEE
absolventi	EEE?
absolvovat	EE??
absorbovat	EE??
abstenovanost	E???
abstenovat	E??
abstrahovat	EE??
abstrakce	EPE??
abstrakcí	EPE??
abstraktní	EPE??
abstraktních	EPE?E
abstraktními	EE?E
abušinovův	E?
aby	E
abych	EE
abychom	PEE
abys	PE?
abyste	E??
ač	E
aceton	SE
ach	E
achich	E?
achovat	PE??
achronisticky	PEE???
acidifikovávanost	E?E?????
ačkoli	EE
actu	E
ad	E
adam	E
adami	E
adaptabilní	EE??
adaptor	E?
adaptovat	E??
adekvátní	EE??
adjustovat	E??
administrativní	EE?E??
administrovat	EE??
admirála	E?
admirál	E
adoptovat	EE??
adorovat	E??
adresa	E?
adres	E
adresáta	EE?
adresátů	EE?
adrese	E?
adresovat	E??
adresu	E?
adriana	E?
advokáta	EE?
advokát	EE
advokátem	EEE
advokátní	EEE??
aeromagneticky	EE???
aeroplánem	EEE
aerotransport	EEE
aeternitatis	E
afázie	E??
afektovat	E??
aféra	E?
aféry	E?
afilozofický	PEE???
afinovat	E??
afrika	E?
afriku	E?
afriky	E?
agenda	E?
agent	E
agenti	E?
agentů	E?
agentura	EE?
agentur	EE
agentuře	E??
agentury	EE?
agitovat	E??
aglomerovat	E??
aglutinovat	E??
agnoskovat	PE??
agnosticism	PE??E
agnoston	E
agovávat	E????
agrárním	EE??
agrese	E?
agresi	E?
agresivity	EE??
agrochemicky	EE??
aha	E
aids	E
airlines	EE?
airways	EE?
ajaj	EE
akademické	E??E
akademickému	E??E
akademickost	E???
